기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
20242,11500630,방화1동,CS100010,커피-음료,47,2,4,21
20242,11500640,방화2동,CS100010,커피-음료,51,1,3,17
20242,11500641,방화3동,CS100010,커피-음료,16,1,3,8
20242,11530510,신도림동,CS100010,커피-음료,58,0,2,24
20242,11530520,구로1동,CS100010,커피-음료,14,1,0,4
20242,11530530,구로2동,CS100010,커피-음료,47,4,6,19
20242,11530540,구로3동,CS100010,커피-음료,98,11,10,80
20242,11530550,구로4동,CS100010,커피-음료,23,3,1,15
20242,11530560,구로5동,CS100010,커피-음료,61,4,2,42
20242,11530595,가리봉동,CS100010,커피-음료,11,2,0,2
20242,11530720,고척1동,CS100010,커피-음료,36,2,2,20
20242,11530730,고척2동,CS100010,커피-음료,28,1,0,5
20242,11530740,개봉1동,CS100010,커피-음료,35,0,0,12
20242,11530750,개봉2동,CS100010,커피-음료,23,2,1,15
20242,11530760,개봉3동,CS100010,커피-음료,23,0,3,6
20242,11530770,오류1동,CS100010,커피-음료,19,0,0,8
20242,11530780,오류2동,CS100010,커피-음료,22,1,3,14
20242,11530790,수궁동,CS100010,커피-음료,13,0,0,12
20242,11530800,항동,CS100010,커피-음료,10,0,1,12
20242,11545510,가산동,CS100010,커피-음료,201,13,13,145
20242,11545610,독산1동,CS100010,커피-음료,56,4,6,31
20242,11545620,독산2동,CS100010,커피-음료,16,1,0,12
20242,11545630,독산3동,CS100010,커피-음료,32,4,6,8
20242,11545640,독산4동,CS100010,커피-음료,16,0,1,12
20242,11545670,시흥1동,CS100010,커피-음료,47,2,4,30
20242,11545680,시흥2동,CS100010,커피-음료,6,0,0,4
20242,11545690,시흥3동,CS100010,커피-음료,15,0,0,4
20242,11545700,시흥4동,CS100010,커피-음료,9,1,2,2
20242,11545710,시흥5동,CS100010,커피-음료,16,0,0,8
20242,11560515,영등포본동,CS100010,커피-음료,32,1,0,18
20242,11560535,영등포동,CS100010,커피-음료,82,5,6,62
20242,11560540,여의동,CS100010,커피-음료,269,10,15,146
20242,11560550,당산1동,CS100010,커피-음료,93,1,5,29
20242,11560560,당산2동,CS100010,커피-음료,69,4,7,30
20242,11560585,도림동,CS100010,커피-음료,28,1,1,3
20242,11560605,문래동,CS100010,커피-음료,109,10,5,31
20242,11560610,양평1동,CS100010,커피-음료,50,4,6,21
20242,11560620,양평2동,CS100010,커피-음료,62,2,4,32
20242,11560630,신길1동,CS100010,커피-음료,20,3,1,6
20242,11560650,신길3동,CS100010,커피-음료,13,0,0,9
20242,11560660,신길4동,CS100010,커피-음료,9,0,1,3
20242,11560670,신길5동,CS100010,커피-음료,12,0,0,3
20242,11560680,신길6동,CS100010,커피-음료,32,2,1,11
20242,11560690,신길7동,CS100010,커피-음료,12,0,1,8
20242,11560700,대림1동,CS100010,커피-음료,16,2,1,9
20242,11560710,대림2동,CS100010,커피-음료,18,3,2,11
20242,11560720,대림3동,CS100010,커피-음료,34,4,0,12
20242,11590510,노량진1동,CS100010,커피-음료,65,6,3,30
20242,11590520,노량진2동,CS100010,커피-음료,27,2,1,6
20242,11590530,상도1동,CS100010,커피-음료,63,3,3,22
20242,11590540,상도2동,CS100010,커피-음료,26,2,1,18
20242,11590550,상도3동,CS100010,커피-음료,30,1,1,10
20242,11590560,상도4동,CS100010,커피-음료,27,1,0,8
20242,11590605,흑석동,CS100010,커피-음료,57,0,2,20
20242,11590620,사당1동,CS100010,커피-음료,67,5,5,11
20242,11590630,사당2동,CS100010,커피-음료,31,6,6,21
20242,11590640,사당3동,CS100010,커피-음료,34,1,0,9
20242,11590650,사당4동,CS100010,커피-음료,15,3,5,8
20242,11590651,사당5동,CS100010,커피-음료,14,3,3,4
20242,11590660,대방동,CS100010,커피-음료,48,1,0,13
20242,11590670,신대방1동,CS100010,커피-음료,26,2,1,7
20242,11590680,신대방2동,CS100010,커피-음료,52,5,1,25
20242,11620525,보라매동,CS100010,커피-음료,40,4,6,10
20242,11620545,청림동,CS100010,커피-음료,15,3,1,5
20242,11620565,성현동,CS100010,커피-음료,31,2,0,0
20242,11620575,행운동,CS100010,커피-음료,48,2,0,10
20242,11620585,낙성대동,CS100010,커피-음료,76,4,5,18
20242,11620595,청룡동,CS100010,커피-음료,62,1,1,28
20242,11620605,은천동,CS100010,커피-음료,42,3,3,11
20242,11620615,중앙동,CS100010,커피-음료,32,4,5,11
20242,11620625,인헌동,CS100010,커피-음료,40,3,1,9
20242,11620630,남현동,CS100010,커피-음료,26,2,1,13
20242,11620645,서원동,CS100010,커피-음료,39,2,4,24
20242,11620655,신원동,CS100010,커피-음료,24,3,5,5
20242,11620665,서림동,CS100010,커피-음료,34,3,5,4
20242,11620685,신사동,CS100010,커피-음료,54,7,5,8
20242,11620695,신림동,CS100010,커피-음료,58,3,9,29
20242,11620715,난향동,CS100010,커피-음료,8,2,3,1
20242,11620725,조원동,CS100010,커피-음료,53,2,1,12
20242,11620735,대학동,CS100010,커피-음료,53,3,4,18
20242,11620745,삼성동,CS100010,커피-음료,7,1,1,1
20242,11620765,미성동,CS100010,커피-음료,33,4,1,12
20242,11620775,난곡동,CS100010,커피-음료,15,2,1,7
20242,11650510,서초1동,CS100010,커피-음료,102,8,5,41
20242,11650520,서초2동,CS100010,커피-음료,100,7,6,34
20242,11650530,서초3동,CS100010,커피-음료,170,9,12,57
20242,11650531,서초4동,CS100010,커피-음료,55,1,0,38
20242,11650540,잠원동,CS100010,커피-음료,52,1,3,15
20242,11650550,반포본동,CS100010,커피-음료,10,1,1,3
20242,11650560,반포1동,CS100010,커피-음료,70,6,3,19
20242,11650570,반포2동,CS100010,커피-음료,17,2,0,3
20242,11650580,반포3동,CS100010,커피-음료,9,0,3,8
20242,11650581,반포4동,CS100010,커피-음료,67,5,1,34
20242,11650590,방배본동,CS100010,커피-음료,51,1,2,10
20242,11650600,방배1동,CS100010,커피-음료,53,0,3,12
20242,11650610,방배2동,CS100010,커피-음료,67,2,3,12
20242,11650620,방배3동,CS100010,커피-음료,29,1,1,4
20242,11650621,방배4동,CS100010,커피-음료,67,4,6,10
20242,11650651,양재1동,CS100010,커피-음료,127,2,1,31
20242,11650652,양재2동,CS100010,커피-음료,139,4,3,29
20242,11650660,내곡동,CS100010,커피-음료,28,1,1,7
20242,11680510,신사동,CS100010,커피-음료,169,4,5,42
20242,11680521,논현1동,CS100010,커피-음료,159,10,10,46
20242,11680531,논현2동,CS100010,커피-음료,164,11,8,55
20242,11680545,압구정동,CS100010,커피-음료,159,6,4,44
20242,11680565,청담동,CS100010,커피-음료,115,5,5,24
20242,11680580,삼성1동,CS100010,커피-음료,114,5,1,46
20242,11680590,삼성2동,CS100010,커피-음료,113,5,3,30
20242,11680600,대치1동,CS100010,커피-음료,14,0,0,14
20242,11680610,대치2동,CS100010,커피-음료,88,5,4,32
20242,11680630,대치4동,CS100010,커피-음료,111,14,11,49
20242,11680640,역삼1동,CS100010,커피-음료,404,25,20,146
20242,11680650,역삼2동,CS100010,커피-음료,106,6,4,47
20242,11680655,도곡1동,CS100010,커피-음료,48,4,4,14
20242,11680656,도곡2동,CS100010,커피-음료,44,2,2,19
20242,11680660,개포1동,CS100010,커피-음료,3,0,0,0
20242,11680670,개포2동,CS100010,커피-음료,14,2,2,10
20242,11680690,개포4동,CS100010,커피-음료,42,2,1,9
20242,11680700,세곡동,CS100010,커피-음료,36,0,2,20
20242,11680720,일원본동,CS100010,커피-음료,11,1,2,1
20242,11680730,일원1동,CS100010,커피-음료,24,2,1,5
20242,11680740,일원2동,CS100010,커피-음료,10,1,0,6
20242,11680750,수서동,CS100010,커피-음료,20,0,0,20
20242,11710510,풍납1동,CS100010,커피-음료,12,1,1,2
20242,11710520,풍납2동,CS100010,커피-음료,28,4,0,6
20242,11710531,거여1동,CS100010,커피-음료,15,1,1,2
20242,11710532,거여2동,CS100010,커피-음료,7,1,2,12
20242,11710540,마천1동,CS100010,커피-음료,9,1,0,3
20242,11710550,마천2동,CS100010,커피-음료,23,1,2,3
20242,11710561,방이1동,CS100010,커피-음료,56,2,2,14
20242,11710562,방이2동,CS100010,커피-음료,59,8,4,32
20242,11710566,오륜동,CS100010,커피-음료,7,0,0,12
20242,11710570,오금동,CS100010,커피-음료,73,2,6,13
20242,11710580,송파1동,CS100010,커피-음료,151,7,10,19
20242,11710590,송파2동,CS100010,커피-음료,35,2,2,9
20242,11710600,석촌동,CS100010,커피-음료,96,5,10,23
20242,11710610,삼전동,CS100010,커피-음료,50,3,4,20
20242,11710620,가락본동,CS100010,커피-음료,65,2,6,30
20242,11710631,가락1동,CS100010,커피-음료,20,3,2,12
20242,11710632,가락2동,CS100010,커피-음료,46,3,3,12
20242,11710641,문정1동,CS100010,커피-음료,41,4,3,9
20242,11710642,문정2동,CS100010,커피-음료,179,11,9,73
20242,11710646,장지동,CS100010,커피-음료,44,2,3,7
20242,11710647,위례동,CS100010,커피-음료,25,2,2,17
20242,11710650,잠실본동,CS100010,커피-음료,73,2,7,35
20242,11710670,잠실2동,CS100010,커피-음료,30,0,1,12
20242,11710680,잠실3동,CS100010,커피-음료,33,0,1,31
20242,11710690,잠실4동,CS100010,커피-음료,8,0,1,5
20242,11710710,잠실6동,CS100010,커피-음료,84,3,3,43
20242,11710720,잠실7동,CS100010,커피-음료,4,0,0,1
20242,11740515,강일동,CS100010,커피-음료,13,0,1,15
20242,11740520,상일동,CS100010,커피-음료,36,1,1,14
20242,11740530,명일1동,CS100010,커피-음료,55,4,6,14
20242,11740540,명일2동,CS100010,커피-음료,27,3,1,16
20242,11740550,고덕1동,CS100010,커피-음료,18,2,0,6
20242,11740560,고덕2동,CS100010,커피-음료,35,2,3,14
20242,11740570,암사1동,CS100010,커피-음료,45,2,7,7
20242,11740580,암사2동,CS100010,커피-음료,27,0,0,5
20242,11740590,암사3동,CS100010,커피-음료,13,1,1,4
20242,11740600,천호1동,CS100010,커피-음료,34,3,2,12
20242,11740610,천호2동,CS100010,커피-음료,73,3,4,35
20242,11740620,천호3동,CS100010,커피-음료,35,1,4,16
20242,11740640,성내1동,CS100010,커피-음료,63,2,6,16
20242,11740650,성내2동,CS100010,커피-음료,63,7,6,10
20242,11740660,성내3동,CS100010,커피-음료,74,3,6,12
20242,11740685,길동,CS100010,커피-음료,61,6,8,32
20242,11740700,둔촌2동,CS100010,커피-음료,45,2,4,7
20243,11110515,청운효자동,CS100010,커피-음료,119,3,7,1
20243,11110530,사직동,CS100010,커피-음료,178,4,3,43
20243,11110540,삼청동,CS100010,커피-음료,90,3,2,11
20243,11110550,부암동,CS100010,커피-음료,41,1,2,4
20243,11110560,평창동,CS100010,커피-음료,25,2,2,4
20243,11110570,무악동,CS100010,커피-음료,5,1,2,6
20243,11110580,교남동,CS100010,커피-음료,13,1,0,14
20243,11110600,가회동,CS100010,커피-음료,81,1,2,8
20243,11110615,종로1·2·3·4가동,CS100010,커피-음료,385,20,17,100
20243,11110630,종로5·6가동,CS100010,커피-음료,80,5,2,27
20243,11110640,이화동,CS100010,커피-음료,84,4,1,32
20243,11110650,혜화동,CS100010,커피-음료,116,1,9,31
20243,11110670,창신1동,CS100010,커피-음료,23,2,1,7
20243,11110680,창신2동,CS100010,커피-음료,14,3,2,1
20243,11110690,창신3동,CS100010,커피-음료,6,0,0,1
20243,11110700,숭인1동,CS100010,커피-음료,3,0,2,5
20243,11110710,숭인2동,CS100010,커피-음료,15,0,3,12
20243,11140520,소공동,CS100010,커피-음료,120,10,7,62
20243,11140540,회현동,CS100010,커피-음료,105,6,5,35
20243,11140550,명동,CS100010,커피-음료,227,13,9,112
20243,11140570,필동,CS100010,커피-음료,77,1,6,32
20243,11140580,장충동,CS100010,커피-음료,24,0,2,7
20243,11140590,광희동,CS100010,커피-음료,122,8,3,32
20243,11140605,을지로동,CS100010,커피-음료,110,8,5,35
20243,11140615,신당동,CS100010,커피-음료,42,5,2,24
20243,11140625,다산동,CS100010,커피-음료,40,0,2,9
20243,11140635,약수동,CS100010,커피-음료,23,1,0,9
20243,11140645,청구동,CS100010,커피-음료,14,1,3,1
20243,11140650,신당5동,CS100010,커피-음료,14,1,1,5
20243,11140665,동화동,CS100010,커피-음료,20,1,3,4
20243,11140670,황학동,CS100010,커피-음료,28,3,1,10
20243,11140680,중림동,CS100010,커피-음료,32,2,4,13
20243,11170510,후암동,CS100010,커피-음료,63,2,2,6
20243,11170520,용산2가동,CS100010,커피-음료,70,1,0,9
20243,11170530,남영동,CS100010,커피-음료,68,4,5,21
20243,11170555,청파동,CS100010,커피-음료,80,5,3,21
20243,11170560,원효로1동,CS100010,커피-음료,53,1,0,10
20243,11170570,원효로2동,CS100010,커피-음료,16,0,2,7
20243,11170580,효창동,CS100010,커피-음료,19,3,1,2
20243,11170590,용문동,CS100010,커피-음료,16,1,2,3
20243,11170625,한강로동,CS100010,커피-음료,236,12,9,56
20243,11170630,이촌1동,CS100010,커피-음료,10,0,0,4
20243,11170640,이촌2동,CS100010,커피-음료,12,0,0,1
20243,11170650,이태원1동,CS100010,커피-음료,58,1,2,22
20243,11170660,이태원2동,CS100010,커피-음료,61,3,5,4
20243,11170685,한남동,CS100010,커피-음료,133,6,5,15
20243,11170690,서빙고동,CS100010,커피-음료,20,0,0,1
20243,11170700,보광동,CS100010,커피-음료,17,0,3,3
20243,11200520,왕십리2동,CS100010,커피-음료,22,1,1,3
20243,11200535,왕십리도선동,CS100010,커피-음료,46,5,5,28
20243,11200540,마장동,CS100010,커피-음료,22,1,3,5
20243,11200550,사근동,CS100010,커피-음료,62,2,2,26
20243,11200560,행당1동,CS100010,커피-음료,33,0,4,17
20243,11200570,행당2동,CS100010,커피-음료,11,0,2,3
20243,11200580,응봉동,CS100010,커피-음료,6,0,1,2
20243,11200590,금호1가동,CS100010,커피-음료,15,2,0,4
20243,11200615,금호2·3가동,CS100010,커피-음료,27,1,1,7
20243,11200620,금호4가동,CS100010,커피-음료,15,0,0,8
20243,11200645,옥수동,CS100010,커피-음료,22,3,1,7
20243,11200650,성수1가1동,CS100010,커피-음료,62,4,6,16
20243,11200660,성수1가2동,CS100010,커피-음료,198,10,6,26
20243,11200670,성수2가1동,CS100010,커피-음료,94,1,6,13
20243,11200690,성수2가3동,CS100010,커피-음료,168,10,9,37
20243,11200720,송정동,CS100010,커피-음료,22,2,2,2
20243,11200790,용답동,CS100010,커피-음료,27,4,5,11
20243,11215710,화양동,CS100010,커피-음료,151,6,8,48
20243,11215730,군자동,CS100010,커피-음료,60,3,2,27
20243,11215740,중곡1동,CS100010,커피-음료,45,1,1,2
20243,11215750,중곡2동,CS100010,커피-음료,41,2,1,13
20243,11215760,중곡3동,CS100010,커피-음료,36,3,1,12
20243,11215770,중곡4동,CS100010,커피-음료,37,1,6,10
20243,11215780,능동,CS100010,커피-음료,24,0,0,9
20243,11215810,광장동,CS100010,커피-음료,50,2,1,19
20243,11215820,자양1동,CS100010,커피-음료,43,2,5,9
20243,11215830,자양2동,CS100010,커피-음료,34,2,1,15
20243,11215840,자양3동,CS100010,커피-음료,42,2,4,16
20243,11215847,자양4동,CS100010,커피-음료,75,2,6,14
20243,11215850,구의1동,CS100010,커피-음료,54,5,6,14
20243,11215860,구의2동,CS100010,커피-음료,45,4,4,9
20243,11215870,구의3동,CS100010,커피-음료,51,0,3,31
20243,11230536,용신동,CS100010,커피-음료,91,8,10,38
20243,11230545,제기동,CS100010,커피-음료,74,4,5,10
20243,11230560,전농1동,CS100010,커피-음료,62,2,2,26
20243,11230570,전농2동,CS100010,커피-음료,18,0,0,9
20243,11230600,답십리1동,CS100010,커피-음료,36,4,2,16
20243,11230610,답십리2동,CS100010,커피-음료,21,1,3,11
20243,11230650,장안1동,CS100010,커피-음료,64,3,2,30
20243,11230660,장안2동,CS100010,커피-음료,51,3,2,24
20243,11230705,청량리동,CS100010,커피-음료,34,1,1,8
20243,11230710,회기동,CS100010,커피-음료,80,8,5,20
20243,11230720,휘경1동,CS100010,커피-음료,27,5,5,8
20243,11230730,휘경2동,CS100010,커피-음료,45,3,4,8
20243,11230740,이문1동,CS100010,커피-음료,52,3,5,20
20243,11230750,이문2동,CS100010,커피-음료,16,3,2,3
20243,11260520,면목2동,CS100010,커피-음료,33,2,5,6
20243,11260540,면목4동,CS100010,커피-음료,21,1,3,6
20243,11260550,면목5동,CS100010,커피-음료,15,1,0,4
20243,11260565,면목본동,CS100010,커피-음료,28,2,3,14
20243,11260570,면목7동,CS100010,커피-음료,28,1,2,10
20243,11260575,면목3·8동,CS100010,커피-음료,43,3,3,21
20243,11260580,상봉1동,CS100010,커피-음료,27,0,4,18
20243,11260590,상봉2동,CS100010,커피-음료,45,1,5,21
20243,11260600,중화1동,CS100010,커피-음료,16,1,3,3
20243,11260610,중화2동,CS100010,커피-음료,32,3,3,13
20243,11260620,묵1동,CS100010,커피-음료,36,3,5,14
20243,11260630,묵2동,CS100010,커피-음료,29,0,1,8
20243,11260655,망우본동,CS100010,커피-음료,62,4,4,23
20243,11260660,망우3동,CS100010,커피-음료,17,3,0,6
20243,11260680,신내1동,CS100010,커피-음료,40,2,0,25
20243,11260690,신내2동,CS100010,커피-음료,14,0,1,8
20243,11290525,성북동,CS100010,커피-음료,91,4,3,5
20243,11290555,삼선동,CS100010,커피-음료,74,4,3,14
20243,11290575,동선동,CS100010,커피-음료,120,4,4,33
20243,11290580,돈암1동,CS100010,커피-음료,5,0,0,3
20243,11290590,돈암2동,CS100010,커피-음료,11,0,2,3
20243,11290600,안암동,CS100010,커피-음료,90,5,5,41
20243,11290610,보문동,CS100010,커피-음료,31,0,2,5
20243,11290620,정릉1동,CS100010,커피-음료,16,1,1,5
20243,11290630,정릉2동,CS100010,커피-음료,22,0,0,8
20243,11290640,정릉3동,CS100010,커피-음료,23,4,2,4
20243,11290650,정릉4동,CS100010,커피-음료,26,1,1,3
20243,11290660,길음1동,CS100010,커피-음료,11,3,4,14
20243,11290685,길음2동,CS100010,커피-음료,33,3,5,10
20243,11290705,종암동,CS100010,커피-음료,48,3,3,15
20243,11290715,월곡1동,CS100010,커피-음료,23,2,4,14
20243,11290725,월곡2동,CS100010,커피-음료,39,3,5,13
20243,11290760,장위1동,CS100010,커피-음료,18,2,3,7
20243,11290770,장위2동,CS100010,커피-음료,17,1,1,5
20243,11290780,장위3동,CS100010,커피-음료,5,1,0,10
20243,11290810,석관동,CS100010,커피-음료,40,1,3,13
20243,11305534,삼양동,CS100010,커피-음료,14,0,1,6
20243,11305535,미아동,CS100010,커피-음료,39,1,0,10
20243,11305545,송중동,CS100010,커피-음료,48,0,3,16
20243,11305555,송천동,CS100010,커피-음료,41,0,2,9
20243,11305575,삼각산동,CS100010,커피-음료,19,0,0,13
20243,11305595,번1동,CS100010,커피-음료,37,1,4,13
20243,11305603,번2동,CS100010,커피-음료,15,0,0,3
20243,11305608,번3동,CS100010,커피-음료,16,1,2,4
20243,11305615,수유1동,CS100010,커피-음료,23,1,1,14
20243,11305625,수유2동,CS100010,커피-음료,25,4,2,5
20243,11305635,수유3동,CS100010,커피-음료,82,7,3,20
20243,11305645,우이동,CS100010,커피-음료,48,3,1,16
20243,11305660,인수동,CS100010,커피-음료,59,5,4,11
20243,11320511,창1동,CS100010,커피-음료,27,1,2,8
20243,11320512,창2동,CS100010,커피-음료,23,0,1,6
20243,11320513,창3동,CS100010,커피-음료,25,1,1,1
20243,11320514,창4동,CS100010,커피-음료,16,2,4,12
20243,11320515,창5동,CS100010,커피-음료,28,4,4,23
20243,11320521,도봉1동,CS100010,커피-음료,38,1,3,18
20243,11320522,도봉2동,CS100010,커피-음료,30,1,1,5
20243,11320660,쌍문1동,CS100010,커피-음료,28,0,2,6
20243,11320670,쌍문2동,CS100010,커피-음료,26,0,7,6
20243,11320680,쌍문3동,CS100010,커피-음료,17,2,1,10
20243,11320681,쌍문4동,CS100010,커피-음료,9,1,1,5
20243,11320690,방학1동,CS100010,커피-음료,43,1,4,23
20243,11320700,방학2동,CS100010,커피-음료,15,0,1,3
20243,11320710,방학3동,CS100010,커피-음료,19,0,0,5
20243,11350560,월계1동,CS100010,커피-음료,31,4,6,23
20243,11350570,월계2동,CS100010,커피-음료,18,1,1,7
20243,11350580,월계3동,CS100010,커피-음료,27,2,0,6
20243,11350595,공릉1동,CS100010,커피-음료,108,6,8,27
20243,11350600,공릉2동,CS100010,커피-음료,83,3,5,32
20243,11350611,하계1동,CS100010,커피-음료,27,0,1,11
20243,11350612,하계2동,CS100010,커피-음료,2,0,0,0
20243,11350619,중계본동,CS100010,커피-음료,25,2,2,10
20243,11350621,중계1동,CS100010,커피-음료,10,0,2,20
20243,11350624,중계4동,CS100010,커피-음료,25,1,1,13
20243,11350625,중계2·3동,CS100010,커피-음료,10,2,1,15
20243,11350630,상계1동,CS100010,커피-음료,43,6,5,23
20243,11350640,상계2동,CS100010,커피-음료,67,6,6,30
20243,11350665,상계3·4동,CS100010,커피-음료,23,1,1,8
20243,11350670,상계5동,CS100010,커피-음료,35,2,0,11
20243,11350695,상계6·7동,CS100010,커피-음료,28,3,4,18
20243,11350700,상계8동,CS100010,커피-음료,2,0,0,5
20243,11350710,상계9동,CS100010,커피-음료,4,1,0,2
20243,11350720,상계10동,CS100010,커피-음료,9,0,0,4
20243,11380510,녹번동,CS100010,커피-음료,55,3,3,13
20243,11380520,불광1동,CS100010,커피-음료,31,2,7,16
20243,11380530,불광2동,CS100010,커피-음료,23,2,1,6
20243,11380551,갈현1동,CS100010,커피-음료,36,4,6,17
20243,11380552,갈현2동,CS100010,커피-음료,52,3,3,8
20243,11380560,구산동,CS100010,커피-음료,29,0,4,9
20243,11380570,대조동,CS100010,커피-음료,57,1,5,25
20243,11380580,응암1동,CS100010,커피-음료,43,5,4,23
20243,11380590,응암2동,CS100010,커피-음료,15,0,0,6
20243,11380600,응암3동,CS100010,커피-음료,58,8,4,13
20243,11380625,역촌동,CS100010,커피-음료,75,7,6,14
20243,11380631,신사1동,CS100010,커피-음료,27,1,2,11
20243,11380632,신사2동,CS100010,커피-음료,21,1,3,3
20243,11380640,증산동,CS100010,커피-음료,17,1,1,4
20243,11380650,수색동,CS100010,커피-음료,12,3,0,6
20243,11380690,진관동,CS100010,커피-음료,78,4,2,25
20243,11410520,천연동,CS100010,커피-음료,22,2,1,4
20243,11410555,북아현동,CS100010,커피-음료,18,1,3,10
20243,11410565,충현동,CS100010,커피-음료,83,4,5,19
20243,11410585,신촌동,CS100010,커피-음료,211,8,10,86
20243,11410615,연희동,CS100010,커피-음료,156,11,3,13
20243,11410620,홍제1동,CS100010,커피-음료,23,1,2,8
20243,11410640,홍제3동,CS100010,커피-음료,31,5,1,8
20243,11410655,홍제2동,CS100010,커피-음료,11,0,0,7
20243,11410660,홍은1동,CS100010,커피-음료,23,1,1,7
20243,11410685,홍은2동,CS100010,커피-음료,30,1,1,13
20243,11410690,남가좌1동,CS100010,커피-음료,7,0,0,6
20243,11410700,남가좌2동,CS100010,커피-음료,58,4,1,20
20243,11410710,북가좌1동,CS100010,커피-음료,6,2,1,6
20243,11410720,북가좌2동,CS100010,커피-음료,30,0,3,11
20243,11440555,아현동,CS100010,커피-음료,39,5,3,21
20243,11440565,공덕동,CS100010,커피-음료,65,3,3,20
20243,11440585,도화동,CS100010,커피-음료,36,2,3,26
20243,11440590,용강동,CS100010,커피-음료,50,2,5,21
20243,11440600,대흥동,CS100010,커피-음료,78,9,6,22
20243,11440610,염리동,CS100010,커피-음료,41,2,3,14
20243,11440630,신수동,CS100010,커피-음료,46,3,3,6
20243,11440655,서강동,CS100010,커피-음료,120,6,14,21
20243,11440660,서교동,CS100010,커피-음료,661,32,32,104
20243,11440680,합정동,CS100010,커피-음료,154,9,6,30
20243,11440690,망원1동,CS100010,커피-음료,147,4,5,15
20243,11440700,망원2동,CS100010,커피-음료,71,1,5,9
20243,11440710,연남동,CS100010,커피-음료,306,15,30,14
20243,11440720,성산1동,CS100010,커피-음료,66,3,5,8
20243,11440730,성산2동,CS100010,커피-음료,48,1,4,13
20243,11440740,상암동,CS100010,커피-음료,143,9,8,63
20243,11470510,목1동,CS100010,커피-음료,65,6,9,48
20243,11470520,목2동,CS100010,커피-음료,33,0,2,11
20243,11470530,목3동,CS100010,커피-음료,30,0,1,10
20243,11470540,목4동,CS100010,커피-음료,33,0,1,11
20243,11470550,목5동,CS100010,커피-음료,22,2,2,16
20243,11470560,신월1동,CS100010,커피-음료,22,2,4,9
20243,11470570,신월2동,CS100010,커피-음료,18,2,2,2
20243,11470580,신월3동,CS100010,커피-음료,12,1,2,8
20243,11470590,신월4동,CS100010,커피-음료,19,2,1,4
20243,11470600,신월5동,CS100010,커피-음료,19,0,1,5
20243,11470610,신월6동,CS100010,커피-음료,15,0,0,4
20243,11470611,신월7동,CS100010,커피-음료,9,0,0,9
20243,11470620,신정1동,CS100010,커피-음료,33,2,2,11
20243,11470630,신정2동,CS100010,커피-음료,28,0,0,8
20243,11470640,신정3동,CS100010,커피-음료,26,1,1,17
20243,11470650,신정4동,CS100010,커피-음료,75,3,8,20
20243,11470670,신정6동,CS100010,커피-음료,16,0,0,10
20243,11470680,신정7동,CS100010,커피-음료,22,0,4,13
20243,11500510,염창동,CS100010,커피-음료,49,3,4,26
20243,11500520,등촌1동,CS100010,커피-음료,54,2,2,24
20243,11500530,등촌2동,CS100010,커피-음료,17,2,2,9
20243,11500535,등촌3동,CS100010,커피-음료,41,1,3,27
20243,11500540,화곡1동,CS100010,커피-음료,56,6,3,23
20243,11500550,화곡2동,CS100010,커피-음료,12,4,4,5
20243,11500560,화곡3동,CS100010,커피-음료,31,2,0,7
20243,11500570,화곡4동,CS100010,커피-음료,26,1,3,6
20243,11500590,화곡본동,CS100010,커피-음료,33,0,0,6
20243,11500591,화곡6동,CS100010,커피-음료,41,1,5,20
20243,11500593,화곡8동,CS100010,커피-음료,27,1,0,16
20243,11500603,가양1동,CS100010,커피-음료,204,19,20,91
20243,11500604,가양2동,CS100010,커피-음료,1,0,0,6
20243,11500605,가양3동,CS100010,커피-음료,6,0,0,3
20243,11500611,발산1동,CS100010,커피-음료,93,7,7,47
20243,11500615,우장산동,CS100010,커피-음료,38,3,4,19
20243,11500620,공항동,CS100010,커피-음료,46,2,6,16
20243,11500630,방화1동,CS100010,커피-음료,46,3,2,23
20243,11500640,방화2동,CS100010,커피-음료,51,0,1,16
20243,11500641,방화3동,CS100010,커피-음료,18,2,0,8
20243,11530510,신도림동,CS100010,커피-음료,57,1,3,23
20243,11530520,구로1동,CS100010,커피-음료,14,1,1,4
20243,11530530,구로2동,CS100010,커피-음료,47,1,3,17
20243,11530540,구로3동,CS100010,커피-음료,102,15,13,78
20243,11530550,구로4동,CS100010,커피-음료,23,1,2,14
20243,11530560,구로5동,CS100010,커피-음료,59,3,6,41
20243,11530595,가리봉동,CS100010,커피-음료,11,1,0,3
20243,11530720,고척1동,CS100010,커피-음료,35,1,2,20
20243,11530730,고척2동,CS100010,커피-음료,26,0,2,5
20243,11530740,개봉1동,CS100010,커피-음료,35,1,1,12
20243,11530750,개봉2동,CS100010,커피-음료,22,2,5,13
20243,11530760,개봉3동,CS100010,커피-음료,23,0,0,6
20243,11530770,오류1동,CS100010,커피-음료,18,0,1,8
20243,11530780,오류2동,CS100010,커피-음료,23,1,0,14
20243,11530790,수궁동,CS100010,커피-음료,11,1,4,11
20243,11530800,항동,CS100010,커피-음료,10,0,1,11
20243,11545510,가산동,CS100010,커피-음료,205,26,16,151
20243,11545610,독산1동,CS100010,커피-음료,56,4,3,32
20243,11545620,독산2동,CS100010,커피-음료,17,1,0,12
20243,11545630,독산3동,CS100010,커피-음료,30,1,4,7
20243,11545640,독산4동,CS100010,커피-음료,17,2,1,12
