기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20244,11140680,중림동,CS100010,커피-음료,829356557,98638,694174978,135181579,128767270,130281841,128845087,127971162,178309618,83077908,52103671,157383,133547307,414899271,169212447,98108395,13431754,307627992,354989186,2272426,101196722,218388288,155431180,130799934,54528630,82564,16074,16052,16755,15792,16364,17601,9568,6506,10,23877,46520,16954,10040,1237,42860,48081,351,15501,31672,20988,16438,5993
20244,11170510,후암동,CS100010,커피-음료,1024059815,117067,740282660,283777155,138060258,140749043,150608150,145542175,165323034,152780950,130996205,0,121511238,470260755,274223734,149170287,8893801,361288477,506939709,5174652,176188507,307237465,188644266,134073181,56910115,85398,31669,16544,16753,17491,16829,17781,17188,14481,0,18701,51042,30310,16013,1001,47050,60315,962,19999,38124,23612,17581,7094
20244,11170520,용산2가동,CS100010,커피-음료,1366775037,89067,710872977,655902060,116377138,147244212,148401623,132210830,166639174,367517331,288384729,34942971,37367717,240127760,418736257,495586390,140013942,523893096,827045850,29291147,603620507,435006777,137944020,103925143,41151353,47628,41439,7531,9991,10360,9129,10617,22561,18878,1176,4350,20462,32192,26503,4384,34832,53655,1781,36343,27303,11175,7810,4079
20244,11170530,남영동,CS100010,커피-음료,3933845699,361626,3066304334,867541365,559140440,634580188,600106345,621180925,651296436,482588918,384952447,34822673,486721651,1395260590,749162633,857146603,410731549,1264755154,1758284247,30371479,922563510,994629315,563502776,370787627,141184695,287949,73677,55644,59405,55018,56853,61029,41509,32168,384,81155,128326,76404,64976,10381,148882,161402,3229,89727,108211,54586,40063,14469
20244,11170555,청파동,CS100010,커피-음료,2182417216,368705,1640418181,541999035,310947219,356430002,334521671,334879523,303639766,233920692,308078343,21133365,315749584,779348482,529328795,461425500,75431490,654689950,1326513504,97156464,859956991,392804377,290947681,253746557,86591385,290254,78451,59323,63298,58639,59156,49838,35644,42807,3244,71145,128221,84427,70699,10969,102107,256363,21884,176021,61573,41992,44626,12367
20244,11170560,원효로1동,CS100010,커피-음료,1042528930,160209,802493816,240035114,146955709,168511539,161326899,156994939,168704730,118445936,121589178,0,200155863,449683931,231883668,145787700,15017768,420962879,479042559,6317573,190686293,322414980,175808574,158437321,46340691,122826,37383,23204,25229,24171,24659,25563,18795,18588,0,44247,63100,33752,17861,1249,71387,76752,1104,31457,54872,28374,23867,8467
20244,11170570,원효로2동,CS100010,커피-음료,329649910,51019,257931460,71718450,51862912,56505476,46852045,48807916,53903111,38776878,32941572,0,75640690,138645619,68333870,43314576,3715155,152877156,127211791,1188124,45244505,82623230,61030704,51002857,38999530,39200,11819,7903,8186,7466,7490,8155,6409,5410,0,13759,19381,11123,6439,317,24754,21143,220,8172,14626,9415,7719,5746
20244,11170580,효창동,CS100010,커피-음료,345358788,36315,225428289,119930499,41225443,46357520,43893927,49429095,44522304,63174652,56755847,4949,64391196,108077314,105304725,64545778,3034826,107785153,211280518,1959098,84431497,123642114,47292147,38372450,23368367,24987,11328,5077,5226,4827,5100,4757,6090,5238,6,8581,11318,10231,5909,270,10988,24068,246,9727,12439,6019,4376,2248
20244,11170590,용문동,CS100010,커피-음료,96690064,13204,63770400,32919664,11389498,12433979,11422336,14207742,14316845,17384323,15535341,343282,12303100,29162287,26812766,23556301,4512328,37293489,49552537,571954,18266660,26116346,11478377,16375777,14036916,9413,3791,1743,1809,1817,2069,1975,2028,1763,3,2905,3899,3305,2641,451,5474,6537,102,2630,3028,2014,2314,1921
20244,11170625,한강로동,CS100010,커피-음료,5770098086,616845,4518723859,1251374227,932569970,923763260,852427232,887790116,922173281,722284134,529090093,12269318,921133541,2413659240,1471884920,824558180,126592887,1931289628,2356616913,45221923,1011506168,1531676073,828148952,553789648,317563774,494416,122429,96951,102656,93413,98834,102562,71387,51042,766,134931,247339,151133,76358,6318,249718,262208,6329,120921,186137,100223,65276,33020
20244,11170630,이촌1동,CS100010,커피-음료,604710412,113396,362333579,242376833,72147229,74020312,72503548,72887254,70775236,134090543,108286290,0,102557467,211002013,202834816,88316116,0,239425336,341789898,16134558,89959286,176838038,120583509,112172588,65527255,73200,40196,14893,14634,14114,15252,14307,21673,18523,0,26348,37843,33396,15809,0,48530,63199,3990,15079,28178,24908,24063,15513
20244,11170640,이촌2동,CS100010,커피-음료,42154848,3581,23346512,18808336,4526230,3735313,3097189,6754965,5232815,9513978,9294358,0,4020415,15179634,20220055,2652854,81890,17220961,17404551,0,2581403,7590772,7831991,12176381,4444965,1754,1827,252,297,333,457,415,819,1008,0,408,1532,1410,217,14,1627,1836,0,275,937,916,998,337
20244,11170650,이태원1동,CS100010,커피-음료,2947820697,276004,1864776517,1083044180,285040928,406546471,383735876,373448488,416004754,585135715,497908465,84683233,242261057,1003296415,883051965,601149608,133378419,1204056330,1417069467,20620356,695647675,922170771,460288758,337815489,184582743,190240,85764,32942,42175,37376,36571,41176,47346,38418,5276,38406,87375,81611,51538,11798,122345,127661,2368,65470,89937,43699,31510,17026
20244,11170660,이태원2동,CS100010,커피-음료,780561718,46419,450958149,329603569,75372443,57780954,121120801,109928868,86755083,168335202,161268367,0,78809554,295403991,226837395,163496191,16014587,286162330,451483370,6123287,233415337,270247061,116001724,84357456,27500835,29896,16523,5808,4546,6627,6777,6138,8677,7846,0,6893,16271,14175,8486,594,18344,26431,448,12471,15173,8915,5804,1961
20244,11170685,한남동,CS100010,커피-음료,3573925194,308724,2425338799,1148586395,354791655,514724174,498390496,527677423,529755051,674968821,473617574,4800030,380058263,1049919018,1217024889,807171863,114951131,1124815865,2038759621,26178444,993390646,1048765755,483239646,396214920,215786074,221017,87707,36560,47865,44131,45151,47310,50333,37374,823,49255,97198,93018,60056,8374,110335,178410,2592,85074,92369,45687,38881,24145
20244,11170690,서빙고동,CS100010,커피-음료,32618384,3486,16114708,16503676,1455918,3466914,3785034,4760566,2646276,6246828,10256848,0,4351218,11980744,11588544,4434426,263452,15113094,13639779,35421,3575019,7132812,6989756,5310934,5708934,1739,1747,221,394,406,393,325,584,1163,0,342,1398,1208,514,24,1514,1675,6,561,762,870,495,492
20244,11170700,보광동,CS100010,커피-음료,148577545,21728,101816664,46760881,19617048,21088782,20841151,19592751,20676932,24424057,22336824,0,13851913,57558865,43556988,32959731,650048,63738693,74763725,2111862,31049451,45447144,26770366,21869940,11253654,15347,6381,3203,3046,3065,2968,3065,3133,3248,0,2790,8042,6079,4671,146,10201,10849,475,4884,6118,3695,3756,2122
20244,11200520,왕십리2동,CS100010,커피-음료,100355146,12881,60851200,39503946,13497023,13419891,13729104,6018208,14186974,20896913,18607033,0,15643158,34235356,33926940,14628023,1921669,36119192,58039120,754777,26683541,24767322,18601499,12958290,10392881,8170,4711,1601,1944,1817,949,1859,2300,2411,0,1934,4120,4317,2191,319,5060,7514,135,3964,3339,2319,1590,1225
20244,11200535,왕십리도선동,CS100010,커피-음료,624322583,96181,446286641,178035942,83888352,84772630,90350982,86090473,101184204,101959197,76076745,6076228,71635333,205287999,153355878,151529582,36437563,267960726,302970442,6425947,145105532,179491470,89317709,94601583,55988914,68919,27262,13155,13800,13678,13046,15240,14940,12322,1100,16176,28859,24091,21062,4893,44720,48298,1113,25536,30441,14014,13778,8128
20244,11200540,마장동,CS100010,커피-음료,600450154,59982,407549089,192901065,72990290,81962930,89467339,80546139,82582391,98956045,93945020,73720,87540780,191649152,179790977,133807543,7587982,248912600,301470056,5024323,96036784,159808057,116486134,100207217,72820136,42286,17696,7725,8737,9034,8406,8384,9270,8426,9,9650,19178,17208,13122,815,25416,32170,560,11818,17811,11746,9650,5998
20244,11200550,사근동,CS100010,커피-음료,1958929912,299283,1577196511,381733401,317552441,334072514,301424255,310680893,313466408,222276134,159457267,12857698,270607739,656018780,513237648,429443624,76764423,756513943,953994153,94709537,911410836,288165973,165770766,200188930,50262049,242725,56558,48211,53285,47848,47249,46132,31885,24673,2267,48269,100582,76984,60494,10687,133811,158742,17747,162483,47646,24206,33017,7452
20244,11200560,행당1동,CS100010,커피-음료,993990130,120892,674900668,319089462,127083893,135273849,129430110,135492260,147620556,173195161,145894301,0,102680260,338226052,239019095,272630733,41433990,372487514,515108809,18659597,244949933,238228015,148684442,144204934,92869406,81726,39166,14784,16824,16028,16627,17463,20682,18484,0,17828,37277,31782,29659,4346,51699,64814,3556,31771,30917,20555,18215,11496
20244,11200570,행당2동,CS100010,커피-음료,9307901,1440,7074004,2233897,989577,1744007,666249,715239,2958932,1366792,867105,0,631958,4751929,2939336,886700,97978,3976915,3841722,44090,424031,518572,507638,2150299,4174007,1008,432,215,234,157,138,264,255,177,0,147,685,470,128,10,720,671,10,90,100,140,490,562
20244,11200580,응봉동,CS100010,커피-음료,98801578,11625,63413664,35387914,10457416,13430730,12595701,13961314,12968503,18747471,16640443,0,17246000,30325473,29627455,19457091,2145559,44528973,51079633,489820,9053012,21951835,23880437,20473185,19760317,7709,3916,1383,1596,1456,1644,1630,2100,1816,0,2466,3324,3383,2208,244,5215,6056,65,1240,2745,2975,2324,1922
20244,11200590,금호1가동,CS100010,커피-음료,74960935,8742,46530601,28430334,7325148,10210407,8986038,9883362,10125646,13578815,14851519,0,7417330,22632719,29517237,13873769,1519880,24435694,44444990,707727,13185199,25595310,14898863,9502641,4990944,5637,3105,1047,1249,1130,1101,1110,1472,1633,0,1287,2331,2986,1910,228,2985,5330,131,1656,2910,1741,1282,594
20244,11200615,금호2·3가동,CS100010,커피-음료,225543299,32955,153732640,71810659,21943618,28813063,26851727,27231711,48892521,39433172,32377487,809550,25891204,75861405,52787336,56772278,13421526,99615915,119627796,2880723,24766973,43398408,49958302,59359436,38879868,22030,10925,3648,4520,4562,4469,4831,5835,5090,77,5269,11329,8213,5931,2136,15676,16726,539,4566,7342,6993,7500,5458
20244,11200620,금호4가동,CS100010,커피-음료,126129118,14995,88108174,38020944,15293926,17530200,19500940,15382885,20400223,20107624,17913320,0,16728130,40082004,40181850,26665076,2472058,46453396,64625856,495748,15607117,25725533,27722415,22611727,18916711,10226,4769,1950,2113,2196,1885,2082,2544,2225,0,2272,4563,4667,3146,347,6141,8062,85,2376,3240,3728,2854,1919
20244,11200645,옥수동,CS100010,커피-음료,385967847,55345,254117165,131850682,43805969,54416736,56186708,49779306,49928446,71474156,60376526,0,74098147,129716440,109784510,66568982,5799768,138874613,207450670,3528707,58871767,120319733,70532659,62225943,30846475,37494,17851,6906,7714,7997,7359,7518,9460,8391,0,12653,17707,15456,9007,522,23118,28727,716,8599,18060,10265,9812,4399
20244,11200650,성수1가1동,CS100010,커피-음료,1123174826,143749,776762462,346412364,134485475,153255436,157208508,157455069,174357974,186110958,160301406,0,171389283,460761640,313769640,163376893,13877370,416755537,576011175,15263341,242755371,324254110,191698834,136201192,82593859,103967,39782,19437,20131,21196,21521,21682,21042,18740,0,34505,52211,37549,18054,1430,57115,75210,1658,31441,44861,25150,18988,10222
20244,11200660,성수1가2동,CS100010,커피-음료,6271027054,554480,4423243940,1847783114,733279628,934799137,861125763,920788889,973250523,1011640312,836142802,38929650,621428032,2176682076,1867437529,1358015852,208533915,2080795798,3327713363,64570982,1528766002,1864043561,1053010419,625817348,272300847,409026,145454,74464,83610,79234,82485,89233,79137,66317,734,96929,191533,156123,100777,8384,215493,293268,6343,144521,179918,93541,58410,26029
20244,11200670,성수2가1동,CS100010,커피-음료,2985339063,351323,2107067121,878271942,377135895,426092496,429938384,411677033,462223313,491013235,387258707,5805066,347064909,978231070,934419401,653860316,65958301,1190652265,1500167828,54208166,854936834,875835647,434138080,337044136,134657234,278274,73049,53297,57770,53783,54336,59088,43259,29790,493,76432,128740,91116,49958,4584,172446,157717,4582,90511,118439,58196,42705,15731
20244,11200690,성수2가3동,CS100010,커피-음료,4938784584,625578,3985964105,952820479,739718804,831271905,756750591,828099242,830123563,519921772,432898707,5422787,933661289,1804071413,1224881412,878567745,92179938,1802687180,2335322922,61881059,1301428140,1328201914,706717501,533990601,205790893,528465,97113,104620,109211,99899,104955,109780,52853,44260,251,189245,225293,125496,78429,6864,281499,288106,6323,162190,199180,99576,74837,27508
20244,11200720,송정동,CS100010,커피-음료,89376585,18990,66885468,22491117,13265923,13337977,14548711,13006843,12726014,11505248,10985869,0,11936931,33155330,26248196,15949605,2086523,51104014,33866160,971085,20746221,25034983,13525640,11781441,12910802,13992,4998,2820,2936,2743,2792,2701,2534,2464,0,3415,6195,5422,3489,469,11434,7089,155,4929,5277,3167,2406,2588
20244,11200790,용답동,CS100010,커피-음료,643136608,110525,490991551,152145057,99374337,106710825,91379599,92689239,100837551,79735832,72409225,0,106040476,286282872,138089891,101719268,11004101,302269947,251275793,2935396,115674536,159214556,97157803,108847531,69715919,82771,27754,16012,17624,15846,16363,16926,14277,13477,0,24062,41192,24447,18503,2321,58549,43665,462,23231,29426,17525,19553,12015
20244,11215710,화양동,CS100010,커피-음료,6146860427,838456,4288245756,1858614671,793324783,895283646,881585775,828815170,889236382,1023086684,835527987,89568070,577708039,1316733330,1516602254,1946339323,699909411,2152878570,3709280044,292213328,2900110364,1202817692,602632069,643028171,221356994,604898,233558,115719,126765,122807,118484,121123,127093,106465,11623,122086,195027,199272,234214,76234,315742,507913,36068,407407,170175,84181,95829,29997
20244,11215730,군자동,CS100010,커피-음료,1430749280,242527,1070070088,360679192,199479855,242830675,220050467,209035697,198673394,207831220,152847972,12674060,213125714,491516870,387670768,281081747,44680121,646672825,698529314,39216438,521316665,268267718,198408678,243386986,74605650,193284,49243,38670,42395,40617,38345,33257,27655,21588,117,47561,87193,65204,38803,3649,114506,122196,8301,105986,41255,28384,42308,10470
20244,11215740,중곡1동,CS100010,커피-음료,227878586,30286,172086443,55792143,31193482,32664802,35032138,33614995,39581026,30775844,25016299,0,21441589,79862127,65957903,56376318,4240649,103145018,112859723,317816,42917568,60283404,29436953,41572800,41476199,22994,7292,4566,4048,4590,4952,4838,4153,3139,0,4773,11560,8155,5352,446,12520,15815,65,6489,9621,4813,4094,3252
20244,11215750,중곡2동,CS100010,커피-음료,360850564,41116,254115798,106734766,61485354,49246826,47205412,52035084,44143122,56316528,50418238,968298,29692683,134270941,94795131,87634665,13488846,121654889,218041696,1280649,74929631,124623893,54492747,47007325,37362340,28411,12705,4934,6220,5759,6036,5462,6561,6144,9,5453,13532,11674,9459,989,16597,23478,155,9256,12780,7459,6245,4178
20244,11215760,중곡3동,CS100010,커피-음료,746328983,122534,580712241,165616742,114857347,115580117,105943223,114093178,130238376,86091433,79525309,1588209,178852549,260877273,174355201,107819222,22836529,284196492,369120091,3757569,126315799,203342772,165050488,104589257,50260701,94234,28300,18422,19311,18347,18645,19509,14686,13614,272,35192,39564,26365,16888,4253,54794,65288,786,21785,39158,30850,18496,9007
20244,11215770,중곡4동,CS100010,커피-음료,1071779417,241008,653805180,417974237,107039556,135588918,141969572,123794317,145412817,212673869,205300368,4153443,137748432,350205594,290220465,226392086,63059397,505612201,560996983,12502161,215437499,309759463,221173736,207997937,99738388,149885,91123,27055,30137,32132,27991,32570,46767,44356,113,39780,74126,63843,49872,13274,118181,122544,3551,49330,73181,54205,42576,17883
20244,11215780,능동,CS100010,커피-음료,906598921,101092,601724524,304874397,105087648,124395484,122034925,120150937,130055530,164335844,140538553,4926480,84450824,281648674,239235873,232538082,63798988,329293647,540350694,6848839,198596764,257157327,187770010,128189481,91081918,68532,32560,13062,14241,13283,13363,14583,17599,14961,626,13366,29219,26342,23902,7637,42203,56279,997,24250,30612,18936,14279,9406
20244,11215810,광장동,CS100010,커피-음료,2023069989,297507,1721544073,301525916,347774473,391288133,327986299,382708285,271786883,167221884,134304032,0,488467409,816574149,470555298,239727215,7745918,816320276,1014170785,77772396,395091702,296203042,326309161,449616022,285498734,262289,35218,57476,59150,52320,53491,39852,19789,15429,0,91883,118566,63450,22756,852,133716,154171,17388,79682,39598,45623,70003,35597
20244,11215820,자양1동,CS100010,커피-음료,379460821,48570,277848659,101612162,58721626,55030955,48896034,64815671,50384373,57149083,44463079,0,34198179,158589753,111618374,69952695,5101820,167238959,185249464,2881977,81458536,91396190,66605963,81524961,28620798,34701,13869,6430,7619,6600,6950,7102,7581,6288,0,6226,18576,13487,9516,765,22255,24847,435,11316,13358,9746,8444,3805
20244,11215830,자양2동,CS100010,커피-음료,529608573,102099,365137125,164471448,71493514,73304595,78095890,66576882,75666244,84162450,80308998,0,93529901,156685245,147531515,111344975,20516937,229460924,283574392,8048923,80097559,145927925,121502212,93541441,63917263,71275,30824,14452,14419,14520,13378,14506,15858,14966,0,21329,29695,26176,20723,4176,48160,52495,1960,16807,29587,23624,17930,10749
20244,11215840,자양3동,CS100010,커피-음료,4093667468,514529,2721438665,1372228803,494017539,588477824,541277471,530217427,567448404,753418671,618810132,57200,322183281,1209245995,1293646532,1136617364,131917096,1404633557,2334476241,72081512,835267052,999256492,744930449,655155186,432419111,340411,174118,61060,73232,69105,65391,71623,94296,79822,27,56229,142653,159316,139925,16379,189253,304177,12275,121264,137588,98146,77580,46577
20244,11215847,자양4동,CS100010,커피-음료,958486343,115469,596961259,361525084,100700319,122695934,133339402,117396022,122829582,201450368,160074716,12408638,45517622,166314804,240589609,362297922,131357748,360839113,575681869,35705024,415296123,235504429,98021790,92190922,59802691,74326,41143,13518,15253,14965,14447,16143,22435,18708,751,10140,22199,29625,39538,13216,43358,71257,5221,54276,28761,11728,10802,3826
20244,11215850,구의1동,CS100010,커피-음료,871178836,142029,634211304,236967532,115653512,131659881,130052221,119840946,137004744,135562424,101405108,1719786,126164844,266911013,212325371,221349919,42707903,388494100,418782001,11010219,191519508,232783948,151362807,142635844,77963774,103121,38908,19730,21292,20318,20523,21258,21371,17537,510,29607,43744,33211,29734,5223,69857,68483,1808,37390,40775,25793,22048,10524
20244,11215860,구의2동,CS100010,커피-음료,489835898,72996,304531396,185304502,52418249,66290153,62494437,62635687,60692870,95022547,90281955,484569,45212702,138356364,137229275,132550133,36002855,206856564,257991128,9464083,89489275,119152209,100236411,85965095,60540616,47614,25382,8373,10362,9630,9622,9627,13275,12107,49,9788,20143,18998,19364,4654,31487,39718,1731,14506,19710,15895,12465,6902
20244,11215870,구의3동,CS100010,커피-음료,2089177374,285869,1363570638,725606736,231412530,273756373,268898626,265204864,324298245,405236189,320370547,8751800,313665262,677217367,572043471,439802888,77696586,848666447,1092041459,41905328,392309794,471215390,383822792,395542035,255912561,189262,96607,33075,37664,37065,37491,43967,53479,43128,912,50366,89283,76856,59119,9333,127638,147297,7454,62086,68651,53639,53002,30102
20244,11230536,용신동,CS100010,커피-음료,1357374339,223981,1062436152,294938187,204477839,222504235,197067329,214358636,224028113,174640307,120297880,5305835,263568805,535202287,298099084,210338614,44859714,549004881,651553720,4570863,179711842,298689943,232644257,261594262,223347424,174382,49599,34911,36539,32747,33754,36431,27520,22079,839,61398,82651,47921,27948,3224,105566,105627,867,35356,59317,41143,39810,34702
20244,11230545,제기동,CS100010,커피-음료,405009549,60715,295583620,109425929,57233685,61964942,62571374,63366458,50447161,58669855,50756074,856864,25143119,140545485,122021471,108020877,8421733,168970342,234899949,10303092,169879554,57936782,46180727,71828957,47741180,44739,15976,8808,9270,9341,9533,7787,8346,7630,138,5640,21451,17657,14658,1171,26579,34044,1588,27795,9413,6866,10196,4764
20244,11230560,전농1동,CS100010,커피-음료,841761221,127978,556579419,285181802,102214372,112723630,111634240,108760624,121246553,146932133,138249669,0,113313824,277261704,225820941,193014289,32350463,376157752,428634007,12857534,185491566,195601756,166774406,163299068,80767431,86295,41683,16548,17767,17441,16758,17781,22187,19496,0,21608,37716,34694,29580,4380,60603,65388,2590,32288,30898,24472,24413,11328
20244,11230570,전농2동,CS100010,커피-음료,441530373,99892,333400077,108130296,65393588,71784277,70923215,65307681,59991316,61375248,46755048,0,79112221,155630857,103034761,95493699,8258835,215750267,220823032,11098775,120543783,100564810,88604183,88500053,27261696,77546,22346,15585,16315,16366,15469,13811,12602,9744,0,21586,34512,22251,19949,1594,48586,51116,2925,32639,22027,17449,19362,5302
20244,11230600,답십리1동,CS100010,커피-음료,801925335,98365,558398350,243526985,93826734,122728744,117205158,109232545,115405169,149084460,94442525,423359,115521774,220785493,210867489,222082789,32244431,310208257,432450147,8390656,149936209,205959367,151463695,137844906,89063574,67091,31274,12378,14926,13425,13414,12948,18442,12832,7,17484,27719,25608,23465,4082,45630,48976,1154,19292,27394,19799,16811,10153
20244,11230610,답십리2동,CS100010,커피-음료,579495209,65999,457084132,122411077,92223531,98499327,90499769,83500045,92361460,64997402,57413675,0,103571161,207885646,121141343,129398960,17498099,241294876,290366451,2987892,122884444,146704507,97697328,109446762,51940393,52517,13482,10452,10434,11204,9629,10798,7138,6344,0,13720,23628,14422,12687,1542,26352,36635,390,15696,18268,11608,10784,6241
20244,11230650,장안1동,CS100010,커피-음료,1320709797,239744,938102153,382607644,181533227,200030533,176547077,182423453,197567863,205632057,176975587,46682334,239903628,365297240,255328855,278621798,134875942,635482890,608085187,11359288,229049703,357921063,278477402,228288997,138471619,175959,63785,34711,35993,33784,34702,36769,34363,29422,2784,60125,69014,49553,44093,14175,119563,113039,2311,46192,72082,50283,39539,22186
20244,11230660,장안2동,CS100010,커피-음료,997808569,169296,675952933,321855636,121901863,139065535,134638622,134257986,146088927,174255539,147600097,834616,153381879,320946065,258811854,224260892,39573263,440135641,535796805,17250716,112274341,236047229,266760699,216204117,127395341,115925,53371,21778,23846,23478,22533,24290,28688,24683,354,36556,50177,42404,33466,6339,83390,84347,3859,21755,41886,47599,34579,18059
20244,11230705,청량리동,CS100010,커피-음료,690963006,115057,490390217,200572789,85927501,105196708,95702440,103692744,99870824,110464980,90107809,936223,89669225,249463408,159412929,151269255,40211966,365683996,297303962,5060565,110458222,133752208,136289571,130510474,146916916,83336,31721,15621,17498,15986,16767,17464,16564,15157,31,22681,39225,26811,22107,4202,60711,52102,1073,22364,25920,23877,21458,18119
20244,11230710,회기동,CS100010,커피-음료,3842370262,490604,2982160166,860210096,610023090,576843799,599120553,689074071,507098653,473196439,387013657,5786458,328733515,1283592453,939035946,1099317346,185904544,1314470869,1906793358,102755034,1336888123,595441876,436761612,570843899,178573684,379215,111389,79322,79545,78906,76273,65169,60605,50784,527,64477,159417,126959,116480,22744,201360,269938,16133,195926,81196,61905,90969,25171
20244,11230720,휘경1동,CS100010,커피-음료,522034551,117326,342380078,179654473,63219281,72145011,67702964,69490084,69822738,99397475,80256998,116670,91754506,136417161,119495647,131560261,42690306,231964271,280247363,13640628,186324564,111151051,68434288,87585896,45075207,80856,36470,15802,17212,15990,16128,15724,19628,16842,59,27622,30622,25770,25653,7600,55125,61446,2560,44457,25510,15697,19910,8436
20244,11230730,휘경2동,CS100010,커피-음료,190329223,20568,140132981,50196242,32178368,25142041,27381772,31328929,24101871,20017769,30178473,0,16836387,91127118,47546671,33778532,1040515,75059113,100375541,1510029,40605091,47029236,39240007,31724199,15326091,15065,5503,3578,2759,3081,3374,2273,2339,3164,0,2069,8763,5794,3741,201,8256,11701,144,5740,5315,4399,2977,1381
20244,11230740,이문1동,CS100010,커피-음료,2786336284,521503,2063963970,722372314,417294532,441942238,421821017,406610197,376295986,362498393,359873921,41366003,385168883,866417755,637487174,663396304,192500165,1078383913,1633279365,73082109,1215322211,433526289,355212060,516114185,118406419,399668,121835,81403,87371,80523,79758,70613,61305,60530,4968,103532,162136,115620,106869,28378,216511,301928,12741,240257,76787,65510,99429,23714
20244,11230750,이문2동,CS100010,커피-음료,51186830,5682,39260632,11926198,5854790,7815676,7328422,7878254,10383490,6569205,5356993,0,6543759,19477764,12010609,12453249,701449,18011815,27249128,0,1968075,15120676,14199402,6890095,7082697,4107,1575,654,838,873,902,840,881,694,0,910,1883,1573,1245,71,2805,2680,0,278,2010,1611,899,690
20244,11260520,면목2동,CS100010,커피-음료,225562992,29136,147660455,77902537,26661122,27757364,29197229,26172174,37872566,37578083,40324454,3936823,47036983,79448550,49156153,39294287,6690196,99546852,113352566,2638192,29074008,53171286,51105474,45513158,31397295,19688,9448,3586,3871,3901,3868,4462,4583,4865,109,6911,9790,6412,5239,675,13719,14496,382,3821,7748,6969,6425,2872
20244,11260540,면목4동,CS100010,커피-음료,271490505,49365,183933117,87557388,32090378,45554375,35657587,32764472,37866305,49994115,37563273,0,50104306,75895697,71792072,63680036,10018394,128374703,138797423,2988112,46548471,69382870,69489204,46705266,32058204,33922,15443,6054,7782,6942,6260,6884,8467,6976,0,11703,13706,11917,10418,1621,24162,24740,509,9097,14007,13209,8097,3982
20244,11260565,면목본동,CS100010,커피-음료,342940643,67190,225039258,117901385,35793657,50000380,46529470,44357523,48358228,61531938,56369447,0,48155027,96590868,95710775,83135793,19348180,160904867,174292830,4571897,59089658,85394495,71372743,59757914,55010988,45691,21499,7882,9733,9348,9332,9396,11305,10194,0,12186,18949,17212,15360,3483,33164,33326,1048,12453,18222,14657,10753,9356
20244,11260570,면목7동,CS100010,커피-음료,582774586,102114,377814796,204959790,69352696,88398210,70815099,71993461,77255330,106852562,98107228,3448103,76603712,164003502,153045120,156743830,28930319,262378440,312998321,8468567,107941678,159657998,104290550,100311988,94705981,68140,33974,12926,15040,12997,13104,14073,17974,16000,473,18115,27883,25255,25408,4980,48374,53438,1623,22062,32305,18328,15285,12210
20244,11260575,면목3·8동,CS100010,커피-음료,1066810466,170286,747067536,319742930,116205681,171751210,138063118,176778017,144269510,161791396,157951534,2974608,158607383,295185208,249411214,291467421,69164632,476670300,527936763,37005098,251913666,214254682,180837738,186469469,134126411,122423,47863,23668,26486,24743,24013,23513,24300,23563,290,36806,51713,37196,36501,7780,82417,87456,6491,48578,36570,29441,28674,20116
20244,11260580,상봉1동,CS100010,커피-음료,461371727,71418,310846363,150525364,58284644,62495149,59147228,69641466,61277876,82752303,67773061,250237,50969161,130324361,136627905,118955523,24244540,187831351,273540376,8150386,75127287,136093169,100759339,75833138,65408408,48463,22955,8965,10013,9214,10345,9926,12362,10593,42,10482,19725,20986,16851,3332,31750,39668,1361,12834,21284,17369,10262,8308
20244,11260590,상봉2동,CS100010,커피-음료,1088999619,187939,732875214,356124405,123084488,150636156,155566391,148933447,154654732,191266059,164858346,7531537,133578746,252379112,268947013,323988515,102574696,532138732,533388783,14955885,252191677,304638685,162995547,184395201,146350517,126298,61641,23329,26415,25534,24672,26348,33481,28160,1067,35274,45663,44234,48534,13167,92836,94315,2625,48907,59008,29965,27048,19599
